"ID","NOMBRE_EMP","NOMBRE_FAE","REGIÓN_IN","PROVINCIA","COMUNA_INS","NOMBRE_INS","TIPO_INSTA","RECOBRERSO","UTM_NORTE","UTM_ESTE","LATITUD","LONGITUD","ESTADO_INS","METODO_CONS","NEAR_DIST","VOL_AUTORIZADO","VOL_ACTUAL","TOS/IUTORIZADO","TOS/ICTUAL","RES_APRUEBA","RES_PDC_APRUEBA","RES_PDC_FECHA","RES_APRUEBA_FECHA"
"478","ANGLO AMERICAN SUR S.A.","EL SOLDADO","V","QUILLOTA","NOGALES","TRANQUE 4","TRANQUE DE RELAVE","COBRE","6384393.29","296987.37","-32.6595","-71.1647","INACTIVO","S/I","9177.2100026984","53500000","0","80250000","0","586","1244","6/30/2009","6/11/2007"
"479","SOCIEDAD PUNTA DEL COBRE S.A.","PROYECTO EL ESPINO","IV","CHOAPA","ILLAPEL","El Espino","ESPESADO","COBRE","6523028.22","300371.10","-31.4102","-71.0999","EN CONSTRUCCION","EMBALSE","S/I","S/I","S/I","92800000","S/I","1608","S/I","S/I","14-09-2022"
"480","SOCIEDAD TUNGSTENO LLAMUCO SpA","WOLFRAMIO LLAMUCO","IV","CHOAPA","SALAMANCA","LLAMUCO","TRANQUE DE RELAVE","COBRE-ORO","6492680.47","331619.55","-31.6889","-70.7765","ABANDONADO","S/I","20628.207641014","243048","0","364572","0","S/I","S/I","S/I","S/I"
"481","DESCONOCIDO","DESCONOCIDO","IV","CHOAPA","SALAMANCA","EL DURAZNO","TRANQUE DE RELAVE","COBRE-ORO","6466808.97","322325.47","-31.9207","-70.8793","ABANDONADO","S/I","17796.381624815","241830","0","362745","0","S/I","S/I","S/I","S/I"
"482","SINDICATO PIRQUINEROS DE PETORCA","LA VEGA","V","PETORCA","PETORCA","MINERA LA VEGA","EMBALSE","COBRE","6433388.22","323091.25","-32.2222","-70.8773","ACTIVO","EMBALSE","6479.8079600784","27661","0","41491","0","451","S/I","S/I","4/30/2018"
"483","MINERA LA PUNTILLA (PATRICIO GATICA R.)","EL ARENAL","IV","CHOAPA","ILLAPEL","PLANTA ILLAPEL Nº3","TRANQUE DE RELAVE","ORO","6500073.74","296555.84","-31.6165","-71.1448","ACTIVO","EJE CENTRAL","S/I","456192","200895","684288","  327,358 ","58","S/I","S/I","1/18/1990"
"484","COMERCIAL E INVERSIONES HASPARREN","PLANTA MINERA BLACK COLT","V","PETORCA","PETORCA","EL QUISCO","FILTRADO","ORO","6433700.00","323800.00","-32.2195","-70.8698","ACTIVO","FILTRADO","S/I","S/I","S/I","1533600","41327","170","S/I","S/I","3/26/2022"
"485","COMERCIAL E INVERSIONES HASPARREN","PLANTA MINERA BLACK COLT","V","PETORCA","PETORCA","POTRILLO","EMBALSE","ORO","6433925.00","323812.00","-32.2175","-70.8696","ACTIVO","EMBALSE","S/I","S/I","S/I","83484","79740","375","S/I","S/I","9/30/2020"
"486","COMERCIAL E INVERSIONES HASPARREN","PLANTA MINERA BLACK COLT","V","PETORCA","PETORCA","LOS BURROS","EMBALSE","ORO","6433995.33","323763.64","-32.2168","-70.8701","ACTIVO","EMBALSE","7406.4021088149","92360","4500","184720","78547","319","S/I","S/I","4/10/2019"
"487","SOC. URQUIETA, FERNANDEZ","PLANTA URQUIETA","IV","ELQUI","ANDACOLLO","URQUIETA 2 ","TRANQUE DE RELAVE","ORO","6651631.69","297294.43","-30.2500","-71.1068","ABANDONADO","S/I","1210.8436244413","14315","S/I","21472","0","S/I","S/I","S/I","S/I"
"488","MINERA LICANCABUR","SANTA FILOMENA","IV","CHOAPA","SALAMANCA","DESCONOCIDO","TRANQUE DE RELAVE","COBRE-ORO","6487897.46","315986.91","-31.7296","-70.9423","INACTIVO","S/I","5943.2365356168","2000","0","3500","0","S/I","S/I","S/I","S/I"
"489","DESCONOCIDO","EL COBRE","IV","LIMARI","ANDACOLLO","DESCONOCIDO","TRANQUE DE RELAVE","COBRE","6637855.88","294357.40","-30.3738","-71.1400","ABANDONADO","S/I","13862.756667495","1000","0","1500","0","S/I","S/I","S/I","S/I"
"490","ENAMI","PLANTA OVALLE","IV","LIMARI","OVALLE","TRANQUE 2","TRANQUE DE RELAVE","COBRE-ORO","6618145.56","291177.29","-30.5509","-71.1770","INACTIVO","S/I","26510.897224734","1245333","0","1805732","0","S/I","3149","12/18/2015","S/I"
"491","ENAMI","PLANTA OVALLE","IV","LIMARI","OVALLE","EMBALSE DE RELAVES","EMBALSE","COBRE-ORO","6617912.72","291115.11","-30.5530","-71.1777","INACTIVO","EMBALSE","26423.011798476","996000","0","1494000","0","S/I","3149","12/18/2015","S/I"
"492","ROBERTO CORTES","LLAHUIN","IV","LIMARI","COMBARBALA","SECTOR LLAHUIN","TRANQUE DE RELAVE","ORO-PLATA","6532264.17","307331.81","-31.3281","-71.0250","INACTIVO","S/I","16880.988124326","9272","0","13908","0","S/I","S/I","S/I","S/I"
"493","MOISES GONZALEZ GONZALEZ","PLANTA DON MOISES","IV","ELQUI","LA HIGUERA","ACOPIO","TRANQUE DE RELAVE","ORO-COBRE","6748912.15","298008.95","-29.3728","-71.0811","INACTIVO","S/I","19407.605783199","77095","0","115642","0","S/I","S/I","S/I","S/I"
"494","LA HIGUERA MINERALS SPA","PLANTA PROFESOR ALDO LETTURA MATAS","IV","ELQUI","LA HIGUERA","EMBALSE DE RELAVES II","EMBALSE","COBRE","6752085.45","291546.18","-29.3431","-71.1471","EN CONSTRUCCION","EMBALSE","S/I","S/I","S/I","123182","S/I","0066","S/I","S/I","02-02-2023"
"495","ALTO ADIGIO SpA (EX CIA. MINERA TAURO)","PROFESOR ALDO LETTURA","IV","ELQUI","LA HIGUERA","ALDO LETTURA","EMBALSE","COBRE","6752154.58","291475.05","-29.3425","-71.1478","INACTIVO","EMBALSE","19760.197658353","20000","0","44400","0","1261","S/I","S/I","8/22/2016"
"496","TRAPICHES","3 TRANQUES","V","PETORCA","PETORCA","3 TRANQUES","TRANQUE DE RELAVE","ORO","6429448.22","316692.17","-32.2567","-70.9460","INACTIVO","S/I","1097.575333948","14438","0","21657","0","S/I","S/I","S/I","S/I"
"497","PROQUIMIN","PROQUIMIN","V","QUILLOTA","LA CALERA","CAOLIN","EMBALSE","CAOLIN","6368895.51","294111.57","-32.7986","-71.1988","INACTIVO","EMBALSE","6961.5555732043","1500","0","2250","0","675","S/I","S/I","10/29/1995"
"498","MIRADORES","LOS MIRADORES","VI","CACHAPOAL","LAS CABRAS","DESCONOCIDO","EMBALSE","COBRE-ORO","6228440.85","287175.25","-34.0632","-71.3061","INACTIVO","EMBALSE","19412.974545127","61680","0","92520","0","898","S/I","S/I","10/13/1997"
"499","CIA. MINERA OJOS DEL SALADO","PLANTA PEDRO AGUIRRE CERDA","III","COPIAPO","TIERRA AMARILLA","PEDRO AGUIRRE CERDA 3","TRANQUE DE RELAVE","COBRE-ORO","6957887.42","375555.39","-27.4970","-70.2598","INACTIVO","S/I","2095.4577337552","73875","0","110812","0","122","612","4/7/2009","1/15/2016"
"500","CIA. MINERA OJOS DEL SALADO","PLANTA PEDRO AGUIRRE CERDA","III","COPIAPO","TIERRA AMARILLA","PEDRO AGUIRRE CERDA 5","TRANQUE DE RELAVE","COBRE-ORO","6958147.78","375407.76","-27.4946","-70.2613","INACTIVO","S/I","1804.9138388652","155320","0","232980","0","122","612","4/7/2009","1/15/2016"
"501","CIA. MINERA OJOS DEL SALADO","PLANTA PEDRO AGUIRRE CERDA","III","COPIAPO","TIERRA AMARILLA","PEDRO AGUIRRE CERDA 4-6","TRANQUE DE RELAVE","COBRE-ORO","6958620.85","375333.14","-27.4903","-70.2620","INACTIVO","S/I","1329.1021216397","537685","0","806528","0","122","612","4/7/2009","1/15/2016"
"502","CIA. MINERA CAN-CAN","BRONCE DE PETORCA","V","PETORCA","PETORCA","EL DURAZNO","TRANQUE DE RELAVE","ORO","6432612.31","315515.90","-32.2280","-70.9578","INACTIVO","S/I","3499.4140845543","385704","S/I","578556","0","S/I","S/I","S/I","S/I"
"503","DESCONOCIDO","DESCONOCIDO","IV","ELQUI","VICUÑA","DESCONOCIDO","TRANQUE DE RELAVE","COBRE","6691722.68","316668.58","-29.8915","-70.8986","ABANDONADO","S/I","24162.089068059","9822","0","14733","0","S/I","S/I","S/I","S/I"
"504","COCAMBALA GOLD SPA","EL HUILMO","IV","LIMARI","COMBARBALA","EMBALSE EL MENTA","EMBALSE","COBRE-ORO","6581286.00","294598.00","-30.8839","-71.1487","INACTIVO","EMBALSE","S/I","S/I","S/I","5260","S/I","447","S/I","S/I","02-04-2018"
"505","DESCONOCIDO","DESCONOCIDO","IV","LIMARI","COMBARBALA","DESCONOCIDO","TRANQUE DE RELAVE","COBRE-ORO","6556523.24","294155.91","-31.1071","-71.1584","ABANDONADO","S/I","16623.47665675","1500","0","2250","0","S/I","S/I","S/I","S/I"
"506","DESCONOCIDO","DESCONOCIDO","IV","LIMARI","PUNITAQUI","DESCONOCIDO","TRANQUE DE RELAVE","ORO","6583784.03","287815.61","-30.8602","-71.2191","ABANDONADO","S/I","4653.3136339869","268620","S/I","402930","S/I","S/I","S/I","S/I","S/I"
"507","OSCAR ROJAS GARIN","PLANTA GOLD SILVER","III","CHAÑARAL","DIEGO DE ALMAGRO","GOLD SILVER","TRANQUE DE RELAVE","ORO","7040454.10","409631.45","-26.7543","-69.9088","INACTIVO","EJE CENTRAL","42630.20386539","9600","0","14400","0","776","S/I","S/I","8/20/1985"
"508","COEMIN S.A.","PLANTA CERRILLOS","III","COPIAPO","TIERRA AMARILLA","TRANQUE DE RELAVE 1","TRANQUE DE RELAVE","COBRE","6950460.92","377297.18","-27.5642","-70.2429","ACTIVO","AGUAS ABAJO","9720.4408849596","3027649","1858469","  4,541,474 ","  2,847,539 ","577","4","1/2/2013","5/20/1996"
"509","SOC. MINERA SAN JOAQUIN","PLANTA SAN JOAQUIN","III","COPIAPO","TIERRA AMARILLA","SAN JOAQUIN 3","TRANQUE DE RELAVE","COBRE-ORO","6963859.35","374296.31","-27.4429","-70.2719","INACTIVO","AGUAS ARRIBA","4018.8307493551","13700","0","20550","0","161","S/I","S/I","3/1/1990"
"510","P.L. SERVICIOS LTDA.","PLANTA AMOLANAS","III","COPIAPO","TIERRA AMARILLA","AMOLANAS","TRANQUE DE RELAVE","COBRE","6901628.41","400230.54","-28.0068","-70.0148","INACTIVO","S/I","63512.7584062","184415","0","276622","0","S/I","S/I","S/I","S/I"
"511","CIA. MINERA OJOS DEL SALADO","PLANTA PEDRO AGUIRRE CERDA","III","COPIAPO","TIERRA AMARILLA","PEDRO AGUIRRE CERDA 1","TRANQUE DE RELAVE","COBRE-ORO","6958028.71","375585.56","-27.4957","-70.2595","INACTIVO","S/I","1970.0016896602","187630","0","281445","0","122","612","4/7/2009","1/15/2016"
"512","SCM SIERRA GORDA","PROYECTO SIERRA GORDA","II","ANTOFAGASTA","SIERRA GORDA","SIERRA GORDA","ESPESADO","COBRE","7471389.28","462870.67","-22.8649","-69.3619","ACTIVO","S/I","64085.12910942","900000000","130414156","1350000000","  356,567,467 ","534","S/I","S/I","5/2/2013"
"513","CIA. MINERA EL INDIO","FAENA EL INDIO","IV","ELQUI","VICUÑA","PASTOS LARGOS","TRANQUE DE RELAVE","COBRE","6703636.22","403313.05","-29.7939","-70.0004","INACTIVO","AGUAS ABAJO","73682.39940436","3200000","0","4800000","0","S/I","3491","11/10/2003","S/I"
"514","MINERA CHINCOLCO SpA (EX MANUEL FERNANDEZ)","PLANTA CHINCOLCO","V","PETORCA","PETORCA","EMBALSE DE RELAVES MANUEL FERNANDEZ","EMBALSE","COBRE","6433485.28","323387.61","-32.2214","-70.8742","ACTIVO","EMBALSE","6733.0721978374","111166","86550","166750","129826","1130","S/I","S/I","10/26/2015"
"515","CEMENTO POLPAICO S.A.","CERRO BLANCO","RM","CHACABUCO","TILTIL","TRANQUE RELAVE 1-2-3-4","TRANQUE DE RELAVE","CALIZA","6331318.03","329215.77","-33.1434","-70.8311","INACTIVO","EJE CENTRAL","11224.871673253","8265000","0","12397500","0","407","2016","8/11/2015","4/26/1996"
"516","MINERA FLORIDA LTDA.","ALHUE","RM","MELIPILLA","ALHUE","TRANQUE DE RELAVE UNIFICADO","TRANQUE DE RELAVE","ORO-ZINC","6231805.36","312543.73","-34.0377","-71.0306","INACTIVO","S/I","6333.2067390727","5866667","0","8800000","0","1773","1232","6/25/2009","5/24/2012"
"517","C.M. CERRO BAYO LTDA.","LAGUNA VERDE","XI","GENERAL CARRERA","CHILE CHICO","TK FACHINAL","EMBALSE","ORO","4840459.91","270276.63","-46.5502","-71.9967","INACTIVO","EMBALSE","20902.179097648","6650000","4982576","  9,179,105 ","  8,159,680 ","1040","S/I","S/I","5/19/2016"
"518","SOCIEDAD MINERA PACIFICO DEL SUR SPA","FAENA EL TOQUI","XI","COYHAIQUE","COYHAIQUE","FILTRADOS DOÑA ROSA","FILTRADO","ZINC-ORO","5008676.44","267486.03","-45.0372","-71.9520","ACTIVO","S/I","60374.397773041","2176000","  1,715,369 ","  3,264,000 ","  4,288,424 ","1648","252","3/23/2010","6/13/2011"
"519","CIA. MINERA LA PATAGUA","LA PATAGUA","V","PETORCA","LA LIGUA","LA PATAGUA 3","TRANQUE DE RELAVE","COBRE","6397754.19","299562.96","-32.5395","-71.1344","INACTIVO","EJE CENTRAL","13443.855402664","280000","0","420000","0","1422","S/I","S/I","7/8/1975"
"520","ALEJANDRO MONREAL","PLANTA FLORA","IV","ELQUI","ANDACOLLO","FLORA 3","TRANQUE DE RELAVE","ORO","6654350.15","299067.09","-30.2258","-71.0878","INACTIVO","AGUAS ARRIBA","3301.308380385","30240","0","45360","0","314","S/I","S/I","3/18/1985"
"521","MINERA FORESTAL CAS (XAVIER BELTRAND)","PLANTA LA CALDERA","IV","LIMARI","ANDACOLLO","LA CALDERA","TRANQUE DE RELAVE","COBRE","6645571.18","293989.91","-30.3041","-71.1423","INACTIVO","AGUAS ARRIBA","7081.4921057376","42059","0","63088","0","454","S/I","S/I","4/26/1989"
"522","MINERA FLORIDA LTDA.","ALHUE","RM","MELIPILLA","ALHUE","TRANQUE EN PASTA","EN PASTA","ORO-ZINC","6230653.08","311762.69","-34.0479","-71.0393","ACTIVO","EJE CENTRAL","5750.1277226571","10217647","2012414","  17,370,000 ","  6,762,855 ","1315","S/I","S/I","6/28/2016"
"523","CIA. EXPLO. DE MINAS SAN ANDRES","PLANTA ELISA DE BORDOS","III","COPIAPO","TIERRA AMARILLA","ELISA DE BORDOS 3","TRANQUE DE RELAVE","COBRE","6932920.52","382877.66","-27.7230","-70.1881","ACTIVO","AGUAS ABAJO","28113.913657628","1320000","950692","  1,980,000 ","  1,178,868 ","1418","416","4/18/2007","11/20/1992"
"524","SLM LAS ROJAS","PLANTA LAS ROJAS 1","IV","ELQUI","LA SERENA","LAS ROJAS 1 ","TRANQUE DE RELAVE","COBRE","6681383.58","300632.29","-29.9823","-71.0665","ABANDONADO","S/I","19611.085702213","26787","0","40180","0","S/I","S/I","S/I","S/I"
"525","SOC. JUAN CONTRERAS Y OTROS","PLANTA SANTA ELENA","IV","ELQUI","LA SERENA","SANTA ELENA","TRANQUE DE RELAVE","COBRE","6696296.99","294837.55","-29.8468","-71.1237","ABANDONADO","S/I","13618.047707901","11942","0","17913","0","1176","S/I","S/I","11/18/1988"
"526","JUAN POLO OSSES","FAENA TUNQUEN","IV","CHOAPA","ILLAPEL","RELAVES 2","TRANQUE DE RELAVE","COBRE","6515890.03","300727.16","-31.4746","-71.0976","INACTIVO","AGUAS ARRIBA","18460.332320364","15300","0","22950","0","S/I","S/I","S/I","S/I"
"527","JUAN POLO OSSES","FAENA TUNQUEN","IV","CHOAPA","ILLAPEL","RELAVES 3","TRANQUE DE RELAVE","COBRE","6515807.35","300794.63","-31.4754","-71.0969","INACTIVO","AGUAS ARRIBA","18404.872542005","124500","0","186750","0","S/I","S/I","S/I","S/I"
"528","SOC. DABED POZO (RENE SOLIS)","FAENA SAN JORGE","IV","CHOAPA","ILLAPEL","TRANQUE DE RELAVE 1","TRANQUE DE RELAVE","COBRE","6498249.09","295027.15","-31.6327","-71.1612","INACTIVO","AGUAS ARRIBA","467.10638642329","15170","0","22755","0","148","S/I","S/I","2/1/1985"
"529","SOC. DABED POZO (RENE SOLIS)","FAENA SAN JORGE","IV","CHOAPA","ILLAPEL","TRANQUE DE RELAVE 2","TRANQUE DE RELAVE","COBRE","6498205.14","295006.38","-31.6331","-71.1615","INACTIVO","AGUAS ARRIBA","472.17041740802","23800","0","35700","0","215","S/I","S/I","2/12/1988"
"530","JUAN RIVERA CONTRERAS","PLANTA RIVERA","IV","ELQUI","LA HIGUERA","RIVERA (ACOPIO)","TRANQUE DE RELAVE","S/I","6749678.00","294710.26","-29.3653","-71.1149","ABANDONADO","AGUAS ARRIBA","18448.084521607","1920","0","2880","0","S/I","S/I","S/I","S/I"
"531","GABRIEL ECHEVARRIA","PLANTA ECHEVARRIA","IV","ELQUI","COMBARBALA","TRANQUE DE RELAVE ","TRANQUE DE RELAVE","COBRE","6549207.75","308387.80","-31.1755","-71.0106","ABANDONADO","S/I","639.75938648961","14962","0","22443","0","S/I","S/I","S/I","S/I"
"532","DPTO. MINAS U. LA SERENA","PLANTA GUAYACAN","IV","ELQUI","COQUIMBO","CUBETA 2","TRANQUE DE RELAVE","COBRE-ORO","6682053.25","273779.56","-29.9716","-71.3445","INACTIVO","S/I","842.87570363581","200","0","300","0","S/I","S/I","S/I","S/I"
"533","EDUARDO LERY LERY","PLANTA SAN ALBERTO","IV","CHOAPA","CANELA","SAN ALBERTO 3","TRANQUE DE RELAVE","ORO","6541866.77","253957.80","-31.2315","-71.5831","ABANDONADO","S/I","22064.805124952","13100","0","19650","0","181","S/I","S/I","2/5/1988"
"534","ENRIQUE MERINO","PLANTA CAUPOLICAN","IV","CHOAPA","SALAMANCA","ESTANQUE 1-2-3-4-5-6","EMBALSE","COBRE-ORO","6465717.44","317907.18","-31.9299","-70.9262","INACTIVO","EMBALSE","17192.038796342","8495","0","12317","0","S/I","S/I","S/I","S/I"
"535","ADRIAN VASQUEZ","PLANTA CHIRIPA","IV","CHOAPA","SALAMANCA","TRANQUE DE RELAVE","TRANQUE DE RELAVE","COBRE","6460517.57","319039.60","-31.9769","-70.9152","ABANDONADO","S/I","22511.891356606","12390","0","18585","0","S/I","S/I","S/I","S/I"
"536","CIA. MINERA RESERVA","PLANTA LA RESERVA","IV","ELQUI","VICUÑA","LA RESERVA 1-2-3-4-5","TRANQUE DE RELAVE","COBRE","6683106.91","310231.02","-29.9682","-70.9668","INACTIVO","S/I","25780.745714896","71600","0","107400","0","S/I","S/I","S/I","S/I"
"537","CIA. MINERA FALDA VERDE","PLANTA FALDA VERDE","III","CHAÑARAL","CHAÑARAL","FALDA VERDE 2","EMBALSE","ORO","7087965.18","339423.41","-26.3192","-70.6088","INACTIVO","EMBALSE","3141.0568097886","62853","0","94279","0","S/I","S/I","S/I","S/I"
"538","SOC. MINERA LORENZO ZAZZALI","PLANTA LAS BOMBAS","III","CHAÑARAL","CHAÑARAL","LAS BOMBAS 1","TRANQUE DE RELAVE","ORO-COBRE","7119838.70","356485.09","-26.0333","-70.4343","ABANDONADO","EJE CENTRAL","39243.121151636","230400","0","34560","0","S/I","S/I","S/I","S/I"
"539","RUBEN JOFRE","PLANTA JOFRE","III","HUASCO","FREIRINA","TRANQUE DE RELAVE ","TRANQUE DE RELAVE","COBRE-ORO","6843878.86","299362.33","-28.5164","-71.0502","ABANDONADO","S/I","17135.154979487","300","0","450","0","S/I","S/I","S/I","S/I"
"540","CIA. CONTRACTUAL MINERA CANDELARIA","PLANTA SAN ESTEBAN","III","COPIAPO","TIERRA AMARILLA","SAN ESTEBAN 1 SECUNDARIO","TRANQUE DE RELAVE","COBRE","6959198.49","372536.59","-27.4849","-70.2902","INACTIVO","AGUAS ARRIBA","2515.4716705823","65000","0","97500","0","566","838","3/19/2012","6/2/1986"
"541","VICTOR JENSEN","PLANTA LA FLORIDA","III","COPIAPO","TIERRA AMARILLA","LA FLORIDA 1","TRANQUE DE RELAVE","ORO","6965684.77","375090.40","-27.4265","-70.2637","INACTIVO","AGUAS ARRIBA","5791.7120874854","3000","0","4500","0","567","S/I","S/I","6/2/1986"
"542","SOC. PUNTA DEL COBRE S.A.","PLANTA PUCOBRE","III","COPIAPO","TIERRA AMARILLA","SAN JOSE","TRANQUE DE RELAVE","COBRE","6959537.27","373643.72","-27.4819","-70.2790","INACTIVO","EJE CENTRAL","1357.9714666452","2000000","0","3000000","0","161","486","3/8/1999","2/7/1992"
"543","SLM CHARLOTTE (JESSICA VELIZ)","PLANTA CHARLOTTE","III","HUASCO","VALLENAR","CHARLOTTE 2","TRANQUE DE RELAVE","COBRE","6842270.11","329622.13","-28.5352","-70.7414","INACTIVO","EJE CENTRAL","4919.8525323404","43200","0","64800","0","S/I","S/I","S/I","S/I"
"544","CIA. MINERA LA PATAGUA","LA PATAGUA","V","PETORCA","LA LIGUA","DEPOSITO AUXILIAR","TRANQUE DE RELAVE","COBRE","6397343.16","300239.12","-32.5433","-71.1273","ACTIVO","S/I","13689.893829722","33040","0","49560","0","195","S/I","S/I","1/27/2012"
"545","JORGE WENKE","EL ESCORIAL","V","PETORCA","CABILDO","EL ESCORIAL 1","TRANQUE DE RELAVE","COBRE-ORO","6410698.70","305676.08","-32.4239","-71.0667","INACTIVO","AGUAS ARRIBA","730.59952040777","65000","0","97500","0","983","S/I","S/I","8/3/1993"
"546","JORGE WENKE","EL ESCORIAL","V","PETORCA","CABILDO","EL ESCORIAL 3","TRANQUE DE RELAVE","COBRE-ORO","6410664.84","305587.71","-32.4242","-71.0676","INACTIVO","AGUAS ARRIBA","666.38650836043","85000","0","127500","0","450","S/I","S/I","5/7/1996"
"547","MINERA GUANACO SpA","GUANACO","II","ANTOFAGASTA","TALTAL","GUANACO","FILTRADO","COBRE","7224731.74","446103.11","-25.0922","-69.5345","ACTIVO","S/I","152639.60554896","2411764","672552","  427,961 ","  1,652,379 ","1591","S/I","S/I","8/1/2016"
"548","CARLOS MARTINES","VISTA  AL MAR","II","ANTOFAGASTA","TALTAL","VISTA AL MAR 1","TRANQUE DE RELAVE","ORO-COBRE","7190745.34","351753.59","-25.3927","-70.4737","ABANDONADO","AGUAS ARRIBA","106606.39335418","41800","0","62700","0","S/I","S/I","S/I","S/I"
"549","SLM ANTA COLLA","ANTA COLLA","IV","CHOAPA","ILLAPEL","ANTA COLLA 1","TRANQUE DE RELAVE","COBRE-ORO","6499601.19","296773.19","-31.6208","-71.1426","INACTIVO","AGUAS ARRIBA","2432.7929967648","7000","0","10000","0","645","S/I","S/I","7/17/1987"
"550","CIA. MINERA TAMAYA","PLANTA DELIRIO","IV","LIMARI","PUNITAQUI","DELIRIO 1","TRANQUE DE RELAVE","COBRE-ORO","6581623.28","285797.43","-30.8793","-71.2407","ABANDONADO","EJE CENTRAL","5405.7037706703","600000","0","900000","0","S/I","S/I","S/I","S/I"
"551","CIA. MINERA TAMAYA","PLANTA DELIRIO","IV","LIMARI","PUNITAQUI","DELIRIO 3","TRANQUE DE RELAVE","COBRE-ORO","6581676.46","285704.30","-30.8788","-71.2416","ABANDONADO","EJE CENTRAL","5329.0749192146","277329","0","416088","0","S/I","S/I","S/I","S/I"
"552","TALCA GOLD (EN ARRIENDO D.TELLO)","PLANTA TELLO HERMANOS Y MONICA","IV","LIMARI","OVALLE","TRANQUE 2","TRANQUE DE RELAVE","ORO","6578428.92","244318.25","-30.8999","-71.6750","INACTIVO","EJE CENTRAL","40834.17711308","26500","0","39750","0","488","S/I","S/I","5/11/1984"
"553","TALCA GOLD (EN ARRIENDO D.TELLO)","PLANTA TELLO HERMANOS Y MONICA","IV","LIMARI","OVALLE","ACOPIO 5 (EX MONICA 1)","TRANQUE DE RELAVE","ORO","6578683.18","244324.33","-30.8976","-71.6749","INACTIVO","S/I","40776.771033958","30500","0","44225","0","S/I","S/I","S/I","S/I"
"554","TALCA GOLD (EN ARRIENDO D.TELLO)","PLANTA TELLO HERMANOS Y MONICA","IV","LIMARI","OVALLE","MONICA 2","TRANQUE DE RELAVE","ORO","6578937.18","244589.98","-30.8953","-71.6720","INACTIVO","S/I","40466.298375454","35000","0","50750","0","S/I","S/I","S/I","S/I"
"555","DESCONOCIDO","QUIROGA","IV","LIMARI","OVALLE","LA QUIROGA 1","TRANQUE DE RELAVE","COBRE","6617832.05","272822.41","-30.5504","-71.3683","ABANDONADO","S/I","33068.939419688","13500","0","20250","0","S/I","S/I","S/I","S/I"
"556","PEDRO ESPINOZA HONORES","PLANTA JOHN KENNEDY","IV","ELQUI","ANDACOLLO","JOHN KENNEDY 2","TRANQUE DE RELAVE","ORO","6654611.57","302093.94","-30.2239","-71.0564","ABANDONADO","AGUAS ARRIBA","5090.1391045016","65343","0","98014","0","523","S/I","S/I","5/19/1986"
"557","ALVARO MARIAN AMENABAR","PLANTA LOS LEONES","IV","ELQUI","ANDACOLLO","LOS LEONES 2","TRANQUE DE RELAVE","ORO","6654209.49","302298.25","-30.2276","-71.0543","ABANDONADO","AGUAS ARRIBA","4981.6840127464","51600","0","77400","0","651","S/I","S/I","7/17/1987"
"558","JORGE HONORES MILLA","PLANTA VICTORIA","IV","ELQUI","ANDACOLLO","VICTORIA 1","TRANQUE DE RELAVE","COBRE-ORO","6654032.42","300546.26","-30.2289","-71.0725","ABANDONADO","AGUAS ARRIBA","3624.0061099765","60000","0","90000","0","940","S/I","S/I","9/5/1983"
"559","MINERA CONDOR S.A.","PLANTA SAN CRISTOBAL","IV","ELQUI","LA SERENA","SAN CRISTOBAL 2","TRANQUE DE RELAVE","COBRE","6677818.16","303450.46","-30.0149","-71.0380","INACTIVO","AGUAS ARRIBA","23767.307845329","125116","0","187674","0","912","S/I","S/I","10/9/1985"
"560","MINERA CONDOR S.A.","PLANTA LAMBERT","IV","ELQUI","LA SERENA","LAMBERT 1","TRANQUE DE RELAVE","ORO","6696344.04","295016.40","-29.8464","-71.1218","ABANDONADO","AGUAS ARRIBA","13797.574185453","9600","0","14400","0","1358","S/I","S/I","12/2/1982"
"561","MINERA CONDOR S.A.","PLANTA LAMBERT","IV","ELQUI","LA SERENA","LAMBERT 3","TRANQUE DE RELAVE","ORO","6696371.30","294998.81","-29.8462","-71.1220","ABANDONADO","AGUAS ARRIBA","13795.177879319","18360","0","27540","0","S/I","S/I","S/I","S/I"
"562","SOC. EXPLODESA DOS AMIGOS (EX MINERA DOMEYKO)","PLANTA DOMEYKO","III","HUASCO","VALLENAR","DOMEYKO 4","TRANQUE DE RELAVE","ORO-COBRE-PLATA","6795489.05","316284.51","-28.9554","-70.8852","INACTIVO","S/I","43784.615977817","47364","0","71046","0","241","S/I","S/I","2/28/1984"
